date,new_price_usd,used_price_usd,used_source
2026-05-09,2300.00,,
2026-05-10,2300.00,,
2026-05-11,2300.00,,
2026-05-12,2300.00,,
2026-05-13,2300.00,,
2026-05-14,2300.00,,
2026-05-15,2300.00,,
2026-05-16,2300.00,,
2026-05-17,2300.00,,
2026-05-18,2300.00,,
2026-05-19,2300.00,,
2026-05-20,2300.00,,
2026-05-21,2300.00,,
2026-05-22,2300.00,,
2026-05-23,2300.00,,
2026-05-24,2300.00,,
2026-05-25,2300.00,,
2026-05-26,2300.00,,
2026-05-27,2300.00,,
2026-05-28,2300.00,,
2026-05-29,2300.00,,
2026-05-30,2300.00,,
2026-05-31,2300.00,,
2026-06-01,2300.00,,
2026-06-02,2300.00,,
2026-06-03,2300.00,,
2026-06-04,2300.00,,
2026-06-05,2300.00,,
2026-06-06,2300.00,,
2026-06-07,2300.00,,
2026-06-08,2300.00,,
2026-06-09,2300.00,,
2026-06-10,2300.00,,
2026-06-11,2300.00,,
2026-06-12,2300.00,,
2026-06-13,2300.00,,
2026-06-14,2300.00,,
2026-06-15,2300.00,,
2026-06-16,2300.00,,
2026-06-17,2300.00,,
2026-06-18,2300.00,,
2026-06-19,2300.00,,
2026-06-20,2300.00,,
2026-06-21,2300.00,,
2026-06-22,2300.00,,
2026-06-23,2300.00,,
2026-06-24,2300.00,,
2026-06-25,2300.00,,
2026-06-26,2300.00,,
2026-06-27,2300.00,,
2026-06-28,2300.00,,
2026-06-29,2300.00,,
2026-06-30,2300.00,,
2026-07-01,2300.00,,
2026-07-02,2300.00,,
2026-07-03,2300.00,,
2026-07-04,2300.00,,
2026-07-05,2300.00,,
2026-07-06,2300.00,,
2026-07-07,2300.00,,
2026-07-08,2300.00,,
2026-07-09,2300.00,,
2026-07-10,2300.00,,
2026-07-11,2300.00,,
2026-07-12,2300.00,,
2026-07-13,2300.00,,
2026-07-14,2300.00,,
2026-07-15,2300.00,,
